Source,Relation,Target
Representation,TriggeringRelationship,Product
Representation,ServingRelationship,Product
Product,CompositionRelationship,Business Actor
Product,FlowRelationship,Business Actor
Product,AggregationRelationship,Business Actor
Product,AssociationRelationship,Business Actor
Product,SpecializationRelationship,Business Actor
Product,TriggeringRelationship,Business Actor
Product,ServingRelationship,Business Actor
Product,CompositionRelationship,Business Role 
Product,FlowRelationship,Business Role 
Product,AggregationRelationship,Business Role 
Product,AssociationRelationship,Business Role 
Product,SpecializationRelationship,Business Role 
Product,TriggeringRelationship,Business Role 
Product,ServingRelationship,Business Role 
Product,CompositionRelationship,Business Collaboration
Product,FlowRelationship,Business Collaboration
Product,AggregationRelationship,Business Collaboration
Product,AssociationRelationship,Business Collaboration
Product,SpecializationRelationship,Business Collaboration
Product,TriggeringRelationship,Business Collaboration
Product,ServingRelationship,Business Collaboration
Product,CompositionRelationship,Business Interface
Product,FlowRelationship,Business Interface
Product,AggregationRelationship,Business Interface
Product,AssignmentRelationship,Business Interface
Product,AssociationRelationship,Business Interface
Product,TriggeringRelationship,Business Interface
Product,ServingRelationship,Business Interface
Product,FlowRelationship,Business Process
Product,AssociationRelationship,Business Process
Product,TriggeringRelationship,Business Process
Product,ServingRelationship,Business Process
Product,CompositionRelationship,Business Function
Product,FlowRelationship,Business Function
Product,AggregationRelationship,Business Function
Product,AssociationRelationship,Business Function
Product,SpecializationRelationship,Business Function
Product,TriggeringRelationship,Business Function
Product,ServingRelationship,Business Function
Product,CompositionRelationship,Business Interaction
Product,FlowRelationship,Business Interaction
Product,AggregationRelationship,Business Interaction
Product,AssociationRelationship,Business Interaction
Product,SpecializationRelationship,Business Interaction
Product,TriggeringRelationship,Business Interaction
Product,ServingRelationship,Business Interaction
Product,CompositionRelationship,Business Event
Product,FlowRelationship,Business Event
Product,AggregationRelationship,Business Event
Product,AssociationRelationship,Business Event
Product,SpecializationRelationship,Business Event
Product,TriggeringRelationship,Business Event
Product,ServingRelationship,Business Event
Product,CompositionRelationship,Business Service
Product,FlowRelationship,Business Service
Product,AggregationRelationship,Business Service
Product,AssociationRelationship,Business Service
Product,SpecializationRelationship,Business Service
Product,TriggeringRelationship,Business Service
Product,ServingRelationship,Business Service
Product,CompositionRelationship,Business Object
Product,AggregationRelationship,Business Object
Product,AssociationRelationship,Business Object
Product,SpecializationRelationship,Business Object
Product,CompositionRelationship,Representation
Product,AggregationRelationship,Representation
Product,AssociationRelationship,Representation
Product,SpecializationRelationship,Representation
Product,CompositionRelationship,Contract
Product,AggregationRelationship,Contract
Product,AssociationRelationship,Contract
Product,SpecializationRelationship,Contract
Product,CompositionRelationship,Product
Product,FlowRelationship,Product
Product,AggregationRelationship,Product
Product,AssociationRelationship,Product
Product,SpecializationRelationship,Product
Product,TriggeringRelationship,Product
Product,ServingRelationship,Product
