Source,Relation,Target
Application Process,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Event
Application Process,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Service
Application Process,"CompositionRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship",Data Object
Application Event,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,RealizationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Component
Application Event,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Collaboration
Application Event,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Interface
Application Event,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Funcation
Application Event,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Interaction
Application Event,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Process
Application Event,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Event
Application Event,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Service
Application Event,"CompositionRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship",Data Object
Application Service,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,RealizationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Component
Application Service,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Collaboration
Application Service,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Interface
Application Service,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Funcation
Application Service,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Interaction
Application Service,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Process
Application Service,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Event
Application Service,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Service
Application Service,"CompositionRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship",Data Object
Data Object,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,RealizationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Component
Data Object,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Collaboration
Data Object,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Interface
Data Object,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Funcation
Data Object,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Interaction
Data Object,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Process
Data Object,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Event
Data Object,"CompositionRelationship,FlowRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship,TriggeringRelationship,ServingRelationship",Application Service
Data Object,"CompositionRelationship,AggregationRelationship,AssociationRelationship,SpecializationRelationship",Data Object
